,open,high,low,close,simple_return,log_return,cum_return,equity_curve,rolling_peak,drawdown,SMA_20,SMA_50,signal,position,strategy_return,strategy_equity,buy_hold,strategy_drawdown
2007-03-12,1.3126,1.3199,1.3109,1.3189,0.0057190788470338,0.0057027870023201,0.0194002164167563,1.0194002164167564,1.0232648013603336,-0.0037767202960949,1.315085,,0,0.0,0.0,1.0,1.0194002164167568,0.0
2007-03-13,1.3188,1.3221,1.3156,1.3195,0.000454924558344,0.0004548211115396,0.0198639666099855,1.0198639666099856,1.0232648013603336,-0.0033235138605637,1.3158750000000001,,0,0.0,0.0,1.0,1.019863966609986,0.0
2007-03-14,1.3196,1.3244,1.3176,1.3224,0.0021978021978021,0.0021953905634356,0.0221054258772601,1.0221054258772602,1.0232648013603336,-0.0011330160888287,1.31635,,0,0.0,0.0,1.0,1.0221054258772606,0.0
2007-03-15,1.3222,1.325,1.3193,1.3237,0.0009830611010284,0.0009825782129106,0.0231102179625901,1.0231102179625902,1.0232648013603336,-0.0001510688118441,1.316835,,0,0.0,0.0,1.0,1.0231102179625906,0.0
2007-03-16,1.3237,1.3339,1.3231,1.3315,0.0058925738460375,0.0058752805342617,0.0291389704745703,1.0291389704745704,1.0291389704745704,0.0,1.317725,,0,0.0,0.0,1.0,1.0291389704745708,0.0
2007-03-19,1.3316,1.3325,1.3279,1.3302,-0.0009763424708973,-0.000976819403666,0.0281341783892403,1.0281341783892404,1.0291389704745704,-0.0009763424708973,1.3184600000000002,,0,0.0,-0.0,1.0,1.028134178389241,0.0
2007-03-20,1.3304,1.3322,1.3271,1.3317,0.001127649977447,0.0011270146577785,0.0292935538723135,1.0292935538723136,1.0292935538723136,0.0,1.31936,,0,0.0,0.0,1.0,1.0292935538723142,0.0
2007-03-21,1.3317,1.3389,1.3289,1.338,0.0047307952241495,0.0047196401800744,0.0341629309012205,1.0341629309012206,1.0341629309012206,0.0,1.320565,,0,0.0,0.0,1.0,1.0341629309012212,0.0
2007-03-22,1.3382,1.341,1.331,1.333,-0.0037369207772796,-0.0037439205094651,0.0302983459576433,1.0302983459576434,1.0341629309012206,-0.0037369207772797,1.32159,,0,0.0,-0.0,1.0,1.030298345957644,0.0
2007-03-23,1.333,1.3342,1.328,1.3283,-0.0035258814703675,-0.003532112040251,0.0266656361106809,1.026665636110681,1.0341629309012206,-0.0072496263079223,1.32218,,0,0.0,-0.0,1.0,1.0266656361106816,0.0
2007-03-26,1.3283,1.3346,1.3254,1.333,0.003538357298803,0.003532112040251,0.0302983459576433,1.0302983459576434,1.0341629309012206,-0.0037369207772797,1.32289,,0,0.0,0.0,1.0,1.030298345957644,0.0
2007-03-27,1.3329,1.3363,1.3321,1.335,0.0015003750937734,0.0014992506556412,0.0318441799350741,1.0318441799350742,1.0341629309012206,-0.0022421524663679,1.323445,1.311616,1,0.0,0.0,1.0,1.0318441799350748,0.0
2007-03-28,1.3359,1.3373,1.3308,1.3313,-0.0027715355805243,-0.0027753833964784,0.0289843870768271,1.0289843870768272,1.0341629309012206,-0.0050074738415547,1.323885,1.312366,1,1.0,-0.0027715355805243,0.9972284644194757,1.0289843870768278,-0.0027715355805243425
2007-03-29,1.3312,1.3352,1.3302,1.333,0.0012769473447007,0.0012761327408372,0.0302983459576433,1.0302983459576434,1.0341629309012206,-0.0037369207772797,1.324605,1.3130999999999997,1,1.0,0.0012769473447007,0.9985018726591761,1.030298345957644,-0.0014981273408238849
2007-03-30,1.3332,1.3399,1.3287,1.3352,0.0016504126031506,0.0016490521689165,0.0319987633328171,1.0319987633328171,1.0341629309012206,-0.0020926756352768,1.3254100000000002,1.3138819999999998,1,1.0,0.0016504126031506,1.0001498127340824,1.0319987633328178,0.0
2007-04-02,1.3373,1.3381,1.3331,1.3365,0.0009736369083284,0.0009731632313484,0.0330035554181473,1.0330035554181474,1.0341629309012206,-0.0011210762331839,1.326795,1.314714,1,1.0,0.0009736369083284,1.0011235955056181,1.033003555418148,0.0
2007-04-03,1.3368,1.338,1.332,1.333,-0.0026187803965582,-0.0026222154002651,0.0302983459576433,1.0302983459576434,1.0341629309012206,-0.0037369207772797,1.32781,1.3153219999999999,1,1.0,-0.0026187803965582,0.9985018726591762,1.030298345957644,-0.002618780396558136
2007-04-04,1.3332,1.338,1.3319,1.3368,0.0028507126781696,0.0028466571024753,0.0332354305147619,1.033235430514762,1.0341629309012206,-0.0008968609865471,1.32877,1.3161180000000001,1,1.0,0.0028507126781696,1.001348314606742,1.0332354305147626,0.0
2007-04-05,1.3366,1.3441,1.3352,1.3429,0.0045631358467983,0.0045527563059456,0.0379502241459259,1.037950224145926,1.037950224145926,0.0,1.330265,1.317114,1,1.0,0.0045631358467983,1.005917602996255,1.0379502241459266,0.0
2007-04-06,1.3429,1.3432,1.3363,1.3378,-0.0037977511356019,-0.0038049809028218,0.0340083475034773,1.0340083475034774,1.037950224145926,-0.0037977511356021,1.331585,1.31804,1,1.0,-0.0037977511356019,1.002097378277154,1.0340083475034783,-0.0037977511356019704
2007-04-09,1.3373,1.3378,1.334,1.3353,-0.0018687397219316,-0.0018704879943894,0.0320760550316887,1.0320760550316888,1.037950224145926,-0.0056593938491326,1.332405,1.3188319999999998,1,1.0,-0.0018687397219316,1.000224719101124,1.0320760550316896,-0.0056593938491325034
2007-04-10,1.3354,1.3455,1.3349,1.3439,0.0064405002621135,0.0064198488631002,0.0387231411346413,1.0387231411346414,1.0387231411346414,0.0,1.333625,1.3197720000000002,1,1.0,0.0064405002621135,1.0066666666666673,1.0387231411346423,0.0
2007-04-11,1.3439,1.3441,1.3407,1.343,-0.0006696926854677,-0.000669917029781,0.0380275158447973,1.0380275158447974,1.0387231411346414,-0.0006696926854677,1.3346550000000001,1.3205660000000001,1,1.0,-0.0006696926854677,1.0059925093632964,1.0380275158447985,-0.0006696926854677184
2007-04-12,1.343,1.3503,1.3429,1.3481,0.0037974683544304,0.0037902761737808,0.0419693924872459,1.041969392487246,1.041969392487246,0.0,1.335875,1.3214860000000002,1,1.0,0.0037974683544304,1.0098127340823975,1.041969392487247,0.0
2007-04-13,1.3483,1.3551,1.3481,1.3527,0.0034122097767228,0.0034064013981298,0.0455248106353369,1.045524810635337,1.045524810635337,0.0,1.336935,1.3226180000000003,1,1.0,0.0034122097767228,1.0132584269662928,1.045524810635338,0.0
2007-04-16,1.3541,1.3576,1.353,1.3534,0.0005174835514156,0.0005173497029769,0.0460658525274377,1.0460658525274378,1.0460658525274378,0.0,1.3380949999999998,1.32383,1,1.0,0.0005174835514156,1.0137827715355812,1.0460658525274389,0.0
2007-04-17,1.3534,1.3593,1.3522,1.3566,0.0023644155460322,0.002361624713854,0.0485391868913271,1.0485391868913272,1.0485391868913272,0.0,1.33934,1.3249959999999998,1,1.0,0.0023644155460322,1.0161797752808996,1.0485391868913283,0.0
2007-04-18,1.3566,1.3615,1.3545,1.3606,0.0029485478401887,0.0029442093989812,0.0516308548461887,1.0516308548461888,1.0516308548461888,0.0,1.34047,1.326184,1,1.0,0.0029485478401887,1.0191760299625476,1.05163085484619,0.0
2007-04-19,1.3608,1.3619,1.356,1.3611,0.0003674849331176,0.0003674174270674,0.0520173133405463,1.0520173133405464,1.0520173133405464,0.0,1.3418750000000002,1.327326,1,1.0,0.0003674849331176,1.0195505617977536,1.0520173133405475,0.0
2007-04-20,1.361,1.3637,1.3586,1.3588,-0.0016898097127323,-0.001691239051599,0.0502396042665009,1.050239604266501,1.0520173133405464,-0.0016898097127322,1.3434,1.328492,1,1.0,-0.0016898097127323,1.0178277153558062,1.050239604266502,-0.001689809712732208
2007-04-23,1.3594,1.3607,1.3542,1.3576,-0.0008831321754489,-0.0008835223664123,0.0493121038800423,1.0493121038800424,1.0520173133405464,-0.0025714495628536,1.34463,1.329712,1,1.0,-0.0008831321754489,1.0169288389513118,1.0493121038800437,-0.002571449562853426
2007-04-24,1.3575,1.3643,1.3547,1.3636,0.0044195639363582,0.0044098263437314,0.0539496058123347,1.0539496058123348,1.0539496058123348,0.0,1.34606,1.3309099999999998,1,1.0,0.0044195639363582,1.0214232209737837,1.053949605812336,0.0
2007-04-25,1.3639,1.3665,1.3621,1.3637,7.333528894104546e-05,7.33326000402035e-05,0.0540268975112063,1.0540268975112064,1.0540268975112064,0.0,1.34768,1.331926,1,1.0,7.333528894104546e-05,1.0214981273408248,1.0540268975112077,0.0
2007-04-26,1.3636,1.3654,1.3584,1.3602,-0.0025665468944781,-0.0025698461222497,0.0513216880507025,1.0513216880507026,1.0540268975112064,-0.0025665468944781,1.34904,1.3328499999999999,1,1.0,-0.0025665468944781,1.018876404494383,1.051321688050704,-0.00256654689447811
2007-04-27,1.3598,1.3678,1.3586,1.3649,0.003455374209675,0.0034494181206114,0.0549543978976649,1.054954397897665,1.054954397897665,0.0,1.350525,1.3338740000000002,1,1.0,0.003455374209675,1.0223970037453194,1.0549543978976663,0.0
2007-04-30,1.3631,1.3679,1.3589,1.3646,-0.0002197963220748,-0.0002198204808264,0.0547225228010503,1.0547225228010504,1.054954397897665,-0.0002197963220748,1.35193,1.334856,1,1.0,-0.0002197963220748,1.0221722846441958,1.0547225228010517,-0.00021979632207482113
2007-05-01,1.3647,1.3673,1.3591,1.3604,-0.003077825003664,-0.0030825712482828,0.0514762714484458,1.0514762714484458,1.054954397897665,-0.0032969448311229,1.3533,1.3357899999999998,1,1.0,-0.003077825003664,1.0190262172284656,1.0514762714484471,-0.0032969448311229686
2007-05-02,1.3602,1.3613,1.3561,1.3592,-0.0008820935019112,-0.0008824827753181,0.0505487710619871,1.0505487710619872,1.054954397897665,-0.0041761301194226,1.35442,1.336696,1,1.0,-0.0008820935019112,1.0181273408239713,1.0505487710619887,-0.00417613011942247
2007-05-03,1.3591,1.362,1.3546,1.355,-0.0030900529723366,-0.0030948370439209,0.0473025197093823,1.0473025197093824,1.054954397897665,-0.007253278628471,1.355025,1.3375460000000001,1,1.0,-0.0030900529723366,1.014981273408241,1.0473025197093841,-0.007253278628470618
2007-05-04,1.3551,1.3609,1.3533,1.359,0.0029520295202951,0.0029476808373423,0.0503941876642439,1.050394187664244,1.054954397897665,-0.004322661000806,1.356085,1.338396,1,1.0,0.0029520295202951,1.017977528089889,1.0503941876642457,-0.00432266100080554
2007-05-07,1.36,1.3626,1.3591,1.3601,0.0008094186902134,0.000809091287564,0.0512443963518309,1.051244396351831,1.054954397897665,-0.0035167411531981,1.357325,1.3392220000000001,1,1.0,0.0008094186902134,1.0188014981273423,1.0512443963518328,-0.0035167411531975726
2007-05-08,1.36,1.3621,1.3516,1.3543,-0.0042643923240938,-0.004273510777382,0.0467614778172815,1.0467614778172816,1.054954397897665,-0.0077661367133123,1.357845,1.3398299999999999,1,1.0,-0.0042643923240938,1.0144569288389529,1.0467614778172833,-0.007766136713311794
2007-05-09,1.3543,1.3566,1.3519,1.3527,-0.0011814221368973,-0.0011821205661774,0.0455248106353369,1.045524810635337,1.054954397897665,-0.0089383837643783,1.35833,1.3404340000000001,1,1.0,-0.0011814221368973,1.0132584269662936,1.0455248106353388,-0.00893838376437787
2007-05-10,1.3527,1.3563,1.3465,1.3479,-0.0035484586382789,-0.0035547693509241,0.0418148090895031,1.0418148090895032,1.054954397897665,-0.0124551249175761,1.35832,1.34102,1,1.0,-0.0035484586382789,1.0096629213483161,1.041814809089505,-0.012455124917575876
2007-05-11,1.3481,1.3531,1.3463,1.3522,0.003190147637065,0.0031850699123535,0.0451383521409793,1.0451383521409794,1.054954397897665,-0.0093047109678363,1.358295,1.3416819999999998,1,1.0,0.003190147637065,1.0128838951310877,1.0451383521409812,-0.009304710967835977
2007-05-14,1.3526,1.3558,1.3524,1.3545,0.0017009318148202,0.0016994868685722,0.0469160612150247,1.0469160612150248,1.054954397897665,-0.0076196058319289,1.3583500000000002,1.3425960000000001,1,1.0,0.0017009318148202,1.014606741573035,1.0469160612150266,-0.007619605831928725
2007-05-15,1.3542,1.3608,1.3527,1.359,0.0033222591362125,0.0033167526259938,0.0503941876642439,1.050394187664244,1.054954397897665,-0.004322661000806,1.35847,1.3435219999999999,1,1.0,0.0033222591362125,1.0179775280898888,1.0503941876642457,-0.004322661000805757
2007-05-16,1.3591,1.361,1.3503,1.3515,-0.0055187637969095,-0.0055340484346414,0.0445973102488783,1.0445973102488784,1.054954397897665,-0.0098175690526779,1.358015,1.3441999999999998,1,1.0,-0.0055187637969095,1.0123595505617988,1.0445973102488801,-0.009817569052677805
2007-05-17,1.3517,1.3543,1.3476,1.3494,-0.0015538290788013,-0.0015550375231772,0.0429741845725759,1.042974184572576,1.054954397897665,-0.0113561433072021,1.35743,1.344928,1,1.0,-0.0015538290788013,1.0107865168539336,1.0429741845725777,-0.011356143307201987
2007-05-18,1.3493,1.3521,1.3465,1.3508,0.0010374981473246,0.0010369603180875,0.0440562683567775,1.0440562683567776,1.054954397897665,-0.0103304271375193,1.35703,1.3457160000000001,1,1.0,0.0010374981473246,1.0118352059925104,1.0440562683567793,-0.010330427137519199
2007-05-21,1.3519,1.353,1.3437,1.3468,-0.0029612081729345,-0.0029656012244932,0.0409646004019159,1.040964600401916,1.054954397897665,-0.0132610447651843,1.35649,1.346274,1,1.0,-0.0029612081729345,1.0088389513108624,1.0409646004019177,-0.013261044765184277
2007-05-22,1.3467,1.3475,1.3438,1.3447,-0.0015592515592515,-0.0015604684570951,0.0393414747256135,1.0393414747256136,1.054954397897665,-0.0147996190197084,1.355545,1.3467779999999998,1,1.0,-0.0015592515592515,1.0072659176029972,1.0393414747256153,-0.014799619019708459
2007-05-23,1.3448,1.3501,1.3416,1.346,0.0009667583847698,0.0009662913748489,0.0403462668109435,1.0403462668109436,1.054954397897665,-0.0138471682907174,1.35466,1.3472499999999998,1,1.0,0.0009667583847698,1.008239700374533,1.0403462668109453,-0.013847168290717205
2007-05-24,1.3458,1.3462,1.3415,1.3428,-0.0023774145616642,-0.0023802450987933,0.0378729324470541,1.037872932447054,1.054954397897665,-0.0161916623928495,1.35379,1.347632,1,1.0,-0.0023774145616642,1.0058426966292147,1.037872932447056,-0.016191662392849138
2007-05-25,1.3428,1.3472,1.3411,1.3442,0.0010425975573429,0.0010420544299856,0.0389550162312557,1.0389550162312555,1.054954397897665,-0.0151659462231666,1.3527550000000002,1.347886,1,1.0,0.0010425975573429,1.0068913857677915,1.0389550162312575,-0.01516594622316635
2007-05-28,1.3449,1.3461,1.3445,1.3451,0.0006695432227346,0.0006693191786702,0.0396506415210995,1.0396506415210995,1.054954397897665,-0.0145065572569421,1.35178,1.348184,1,1.0,0.0006695432227346,1.007565543071162,1.0396506415211013,-0.014506557256941886
2007-05-29,1.3451,1.3519,1.3419,1.3448,-0.0002230317448516,-0.0002230566201299,0.0394187664244849,1.039418766424485,1.054954397897665,-0.014726353579017,1.351,1.348446,1,1.0,-0.0002230317448516,1.0073408239700385,1.0394187664244867,-0.014726353579016707
2007-05-30,1.3448,1.3457,1.3408,1.3429,-0.0014128494943486,-0.0014138485072762,0.0379502241459257,1.0379502241459255,1.054954397897665,-0.0161183969521578,1.350185,1.3485440000000002,1,1.0,-0.0014128494943486,1.0059176029962558,1.0379502241459275,-0.016118396952157603
2007-05-31,1.3429,1.3474,1.3422,1.3453,0.001787177004989,0.0017855819043675,0.0398052249188425,1.0398052249188423,1.054954397897665,-0.0143600263755589,1.3497,1.34879,1,1.0,0.001787177004989,1.0077153558052445,1.0398052249188443,-0.0143600263755586
2007-06-01,1.3452,1.3462,1.3392,1.3448,-0.0003716643127926,-0.0003717333970913,0.0394187664244849,1.039418766424485,1.054954397897665,-0.014726353579017,1.3489900000000001,1.3491199999999999,0,1.0,-0.0003716643127926,1.0073408239700385,1.0394187664244867,-0.014726353579016707
2007-06-04,1.3445,1.3498,1.3433,1.3489,0.0030487804878047,0.003044142381228,0.0425877260782179,1.042587726078218,1.054954397897665,-0.0117224705106605,1.34843,1.349438,0,0.0,0.0,1.0073408239700385,1.0425877260782197,-0.014726353579016707
2007-06-05,1.3489,1.3551,1.3488,1.3524,0.0025947067981317,0.0025913463580968,0.0452929355387219,1.045292935538722,1.054954397897665,-0.0091581800864536,1.348335,1.349786,0,0.0,0.0,1.0073408239700385,1.0452929355387237,-0.014726353579016707
2007-06-06,1.3521,1.3537,1.3485,1.3503,-0.0015527950310558,-0.0015540018667342,0.0436698098624195,1.0436698098624195,1.054954397897665,-0.0106967543409778,1.3482150000000002,1.3501660000000002,0,0.0,-0.0,1.0073408239700385,1.0436698098624215,-0.014726353579016707
2007-06-07,1.3505,1.3512,1.3422,1.3433,-0.0051840331778124,-0.0051975168980292,0.0382593909414115,1.0382593909414115,1.054954397897665,-0.0158253351893917,1.347985,1.3503720000000001,0,0.0,-0.0,1.0073408239700385,1.0382593909414137,-0.014726353579016707
2007-06-08,1.3433,1.3435,1.3321,1.3372,-0.0045410556093202,-0.0045513975230239,0.0335445973102475,1.0335445973102475,1.054954397897665,-0.0202945270715808,1.347235,1.350412,0,0.0,-0.0,1.0073408239700385,1.03354459731025,-0.014726353579016707
2007-06-11,1.3366,1.3366,1.3333,1.3358,-0.0010469638049654,-0.0010475122544078,0.0324625135260461,1.032462513526046,1.054954397897665,-0.0213202432412634,1.3463,1.3503980000000002,0,0.0,-0.0,1.0073408239700385,1.0324625135260486,-0.014726353579016707
2007-06-12,1.3358,1.3368,1.3301,1.3302,-0.0041922443479562,-0.0042010564412148,0.0281341783892397,1.0281341783892397,1.054954397897665,-0.0254231079199945,1.34486,1.3503420000000004,0,0.0,-0.0,1.0073408239700385,1.0281341783892424,-0.014726353579016707
2007-06-13,1.3301,1.3315,1.3264,1.331,0.000601413321305,0.0006012325447908,0.0287525119802118,1.028752511980212,1.054954397897665,-0.0248369843944616,1.343835,1.350226,0,0.0,0.0,1.0073408239700385,1.0287525119802146,-0.014726353579016707
2007-06-14,1.3312,1.3323,1.3279,1.3312,0.0001502629601803,0.0001502516718325,0.0289070953779551,1.028907095377955,1.054954397897665,-0.0246904535130784,1.342925,1.349992,0,0.0,0.0,1.0073408239700385,1.0289070953779578,-0.014726353579016707
2007-06-15,1.3312,1.3389,1.3306,1.3388,0.0057091346153845,0.0056928992702273,0.0347812644921921,1.034781264492192,1.054954397897665,-0.0191222800205149,1.3423250000000002,1.3500119999999998,0,0.0,0.0,1.0073408239700385,1.0347812644921948,-0.014726353579016707
2007-06-18,1.3384,1.3417,1.3377,1.3415,0.0020167314012546,0.0020147005285071,0.0368681403617234,1.0368681403617237,1.054954397897665,-0.0171441131218412,1.34206,1.350136,0,0.0,0.0,1.0073408239700385,1.0368681403617261,-0.014726353579016707
2007-06-19,1.3414,1.3435,1.3383,1.3427,0.0008945210585167,0.0008941212129837,0.037795640748182,1.037795640748182,1.054954397897665,-0.0162649278335416,1.34196,1.350112,0,0.0,0.0,1.0073408239700385,1.0377956407481848,-0.014726353579016707
2007-06-20,1.3427,1.3437,1.3396,1.3403,-0.0017874432114396,-0.0017890425942114,0.035940639975265,1.035940639975265,1.054954397897665,-0.0180232984101407,1.341675,1.350058,0,0.0,-0.0,1.0073408239700385,1.0359406399752678,-0.014726353579016707
