,open,high,low,close,simple_return,log_return,cum_return,equity_curve,rolling_peak,drawdown,SMA_20,SMA_50,RSI_14,signal,position,trade,strategy_return,strategy_equity,buy_hold
2007-02-14,1.3038,1.3149,1.3024,1.3129,0.0070568382296538,0.0070320552713313,0.0147627144844642,1.0147627144844642,1.0147627144844642,0.0,1.29878,,66.83673469387766,0,0.0,0.0,0.0,1.0,1.0147627144844644
2007-02-15,1.3129,1.3171,1.3118,1.314,0.0008378398964126,0.0008374891044912,0.0156129231720512,1.0156129231720512,1.0156129231720512,0.0,1.299665,,69.29674099485416,0,0.0,0.0,0.0,1.0,1.0156129231720514
2007-02-16,1.314,1.3146,1.3094,1.3137,-0.0002283105022831,-0.0002283365690934,0.0153810480754366,1.0153810480754366,1.0156129231720512,0.0,1.300545,,66.54411764705884,0,0.0,0.0,-0.0,1.0,1.0153810480754368
2007-02-19,1.3146,1.3163,1.3122,1.3155,0.0013701758392326,0.0013692380048849,0.0167722986551241,1.0167722986551242,1.0167722986551242,0.0,1.301575,,66.90909090909088,0,0.0,0.0,0.0,1.0,1.0167722986551244
2007-02-20,1.3155,1.3189,1.3129,1.3137,-0.0013683010262256,-0.0013692380048849,0.0153810480754366,1.0153810480754366,1.0167722986551242,0.0,1.30213,,60.31746031746055,0,0.0,0.0,-0.0,1.0,1.0153810480754368
2007-02-21,1.3132,1.3165,1.3111,1.3139,0.0001522417599146,0.000152230172314,0.0155356314731796,1.0155356314731796,1.0167722986551242,0.0,1.302975,,61.943319838056745,0,0.0,0.0,0.0,1.0,1.0155356314731798
2007-02-22,1.314,1.3144,1.3081,1.3125,-0.0010655301012254,-0.0010660981819977,0.0144535476889779,1.014453547688978,1.0167722986551242,0.0,1.3039450000000001,,68.30357142857142,0,0.0,0.0,-0.0,1.0,1.0144535476889782
2007-02-23,1.3124,1.3188,1.3103,1.3165,0.0030476190476189,0.0030429844705852,0.0175452156438395,1.0175452156438396,1.0175452156438396,0.0,1.3051949999999999,,76.04395604395617,0,0.0,0.0,0.0,1.0,1.0175452156438398
2007-02-26,1.3168,1.3198,1.315,1.3188,0.0017470565894417,0.0017455322612119,0.0193229247178849,1.019322924717885,1.019322924717885,0.0,1.30635,,74.23167848699771,0,0.0,0.0,0.0,1.0,1.0193229247178852
2007-02-27,1.3187,1.3259,1.316,1.3239,0.003867151956324,0.0038596937460353,0.0232648013603335,1.0232648013603336,1.0232648013603336,0.0,1.3077,,75.50561797752829,0,0.0,0.0,0.0,1.0,1.0232648013603338
2007-02-28,1.324,1.3241,1.318,1.3225,-0.0010574816829066,-0.0010580412111568,0.0221827175761319,1.022182717576132,1.0232648013603336,0.0,1.3086600000000002,,71.46171693735499,0,0.0,0.0,-0.0,1.0,1.0221827175761322
2007-03-01,1.3226,1.3239,1.3161,1.3186,-0.0029489603024575,-0.0029533170532552,0.0191683413201417,1.0191683413201418,1.0232648013603336,0.0,1.309485,,70.80459770114949,0,0.0,0.0,-0.0,1.0,1.019168341320142
2007-03-02,1.3184,1.3201,1.3143,1.3191,0.0003791900500529,0.0003791181756746,0.0195547998144993,1.0195547998144994,1.0232648013603336,0.0,1.310635,,78.05486284289286,0,0.0,0.0,0.0,1.0,1.0195547998144996
2007-03-05,1.32,1.3211,1.3072,1.3088,-0.0078083541808808,-0.0078389990063914,0.0115937548307305,1.0115937548307306,1.0232648013603336,0.0,1.311435,,55.88914549653571,0,0.0,0.0,-0.0,1.0,1.011593754830731
2007-03-06,1.3091,1.313,1.308,1.3127,0.0029798288508557,0.0029753979608791,0.0146081310867207,1.0146081310867208,1.0232648013603336,0.0,1.312155,,49.736842105263186,0,0.0,0.0,0.0,1.0,1.0146081310867212
2007-03-07,1.3127,1.3185,1.3109,1.3176,0.0037327645311191,0.0037258150540689,0.0183954243314263,1.0183954243314264,1.0232648013603336,0.0,1.312975,,54.30622009569385,0,0.0,0.0,0.0,1.0,1.0183954243314268
